Date,Low,High,Adj Close,Volume
2020-09-01,1632.219971,1665.72998,1660.709961,1826700
2020-09-02,1666.329956,1733.180054,1728.280029,2511200
2020-09-03,1615.060059,1709.713989,1641.839966,3107800
2020-09-04,1547.6130369999994,1645.109985,1591.040039,2608600
2020-09-08,1528.01001,1563.86499,1532.390015,2610900
2020-09-09,1536.051025,1569.0,1556.959961,1774700
2020-09-10,1525.805054,1584.081055,1532.02002,1618600
2020-09-11,1497.359985,1575.199951,1520.719971,1597100
2020-09-14,1515.73999,1564.0,1519.280029,1696600
2020-09-15,1531.834961,1559.569946,1541.439941,1331100
2020-09-16,1519.819946,1562.0,1520.900024,1311700
2020-09-17,1470.0,1508.297974,1495.530029,1879800
2020-09-18,1437.130005,1503.003052,1459.98999,3103900
2020-09-21,1406.550049,1448.359985,1431.160034,2888800
2020-09-22,1434.530029,1469.52002,1465.459961,1583200
2020-09-23,1407.699951,1460.959961,1415.209961,1657400
2020-09-24,1409.849976,1443.7089839999999,1428.290039,1450200
2020-09-25,1413.339966,1450.0,1444.959961,1323000
2020-09-28,1449.301025,1476.800049,1464.52002,2007900
2020-09-29,1458.805054,1476.662964,1469.329956,978200
2020-09-30,1459.880005,1489.75,1469.599976,1700600
