Date,Low,High,Adj Close,Volume
2020-11-02,1616.030029,1660.77002,1626.030029,2535400
2020-11-03,1616.619995,1661.699951,1650.209961,1661700
2020-11-04,1706.030029,1771.3649899999998,1749.130005,3570900
2020-11-05,1750.5100100000002,1793.640015,1763.369995,2065800
2020-11-06,1740.3499760000002,1772.430054,1761.75,1660900
2020-11-09,1760.02002,1818.060059,1763.0,2268300
2020-11-10,1717.300049,1763.0,1740.390015,2636100
2020-11-11,1747.3649899999998,1764.219971,1752.709961,1264000
2020-11-12,1745.5999760000002,1768.27002,1749.839966,1247500
2020-11-13,1744.550049,1781.040039,1777.02002,1499900
2020-11-16,1767.689941,1799.069946,1781.380005,1246800
2020-11-17,1767.0,1785.0,1770.1500239999998,1147100
2020-11-18,1746.140015,1773.469971,1746.780029,1173500
2020-11-19,1737.005005,1769.589966,1763.9200440000006,1249900
2020-11-20,1741.859985,1774.0,1742.189941,2313500
2020-11-23,1717.719971,1753.9000239999998,1734.859985,2161600
2020-11-24,1727.689941,1771.5999760000002,1768.880005,1578000
