Date,Low,High,Adj Close,Volume
2020-10-01,1479.209961,1499.040039,1490.089966,1779500
2020-10-02,1450.920044,1483.199951,1458.420044,1284100
2020-10-05,1464.27002,1488.209961,1486.02002,1113300
2020-10-06,1448.589966,1486.76001,1453.439941,1245400
2020-10-07,1436.0,1468.959961,1460.290039,1746200
2020-10-08,1465.089966,1490.0,1485.930054,1187800
2020-10-09,1489.449951,1516.52002,1515.219971,1435300
2020-10-12,1532.569946,1593.859985,1569.150024,2482600
2020-10-13,1563.199951,1590.0,1571.680054,1601000
2020-10-14,1550.530029,1587.68396,1568.079956,1931000
2020-10-15,1545.030029,1575.10498,1559.130005,1540000
2020-10-16,1563.0,1581.130005,1573.01001,1434700
2020-10-19,1528.0,1588.150024,1534.609985,1607100
2020-10-20,1525.670044,1577.5,1555.930054,2241700
2020-10-21,1571.630005,1618.72998,1593.310059,2568300
2020-10-22,1585.0,1621.98999,1615.329956,1433600
2020-10-23,1620.51001,1642.359985,1641.0,1375800
2020-10-26,1576.5,1638.23999,1590.449951,1853300
2020-10-27,1582.780029,1606.844971,1604.26001,1229000
2020-10-28,1514.619995,1561.349976,1516.619995,1834000
2020-10-29,1522.23999,1593.709961,1567.23999,2003100
2020-10-30,1604.459961,1687.0,1621.01001,4329100
